Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Discount_Rate,Cost_per_Weight,Discount_High,High_Calls_Flag,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Gender_F,Gender_M,Weight_Segment_High,Weight_Segment_Low,Weight_Segment_Medium,Weight_Segment_Very High
-0.04771131501848488,-0.7007550966049262,-0.6907217102244281,-0.37273475070016515,0,1.8899833648589817,-1.4682397478776226,1,1.9243001542018299,1.150475234837517,1,0,False,False,False,True,False,True,False,False,True,False,False,True,False,False
-0.04771131501848488,1.4215777095146467,0.12074558253430252,-1.0294237660695575,0,2.8156355730238762,-0.3338933271921039,1,2.1892941609464645,-0.1659968106127629,1,0,False,False,False,False,True,True,False,False,False,True,False,False,True,False
-1.7998874548793105,-0.7007550966049262,-0.5658805882615464,0.2839542646692272,0,2.1368239537029536,-0.15900218093007787,1,2.072196039388591,-0.44698155053701344,1,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False
-0.9237993849488977,0.006689172101598107,-0.7115285638849084,0.2839542646692272,1,-0.20816164031477966,-1.5024841681247325,1,-0.14477736055739437,1.257439727789971,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
-1.7998874548793105,-0.7007550966049262,-0.5450737346010661,-0.37273475070016515,1,2.0134036592809674,-0.7032438598573617,1,1.9395394261551955,-0.09220182122481513,1,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
-0.9237993849488977,-1.4081993653114504,-1.0028245151316322,-0.37273475070016515,1,-0.08474134589279368,-1.3557223670656897,1,0.04140344174155152,0.6277386604966683,1,0,False,False,False,False,True,True,False,False,True,False,False,True,False,False
-0.9237993849488977,0.7141334408081224,0.8281786069906317,-0.37273475070016515,0,-0.6401326707917305,-0.7723442078559943,1,-0.6283388550747152,0.46881757726984113,0,0,False,False,False,True,False,True,False,False,True,False,False,False,True,False
-0.04771131501848488,-1.4081993653114504,0.47446209476246715,-1.0294237660695575,0,2.1368239537029536,-0.5075614584453046,1,1.4648982391784835,0.06915540443503791,1,0,False,False,False,False,True,True,False,False,True,False,False,False,True,False
-0.9237993849488977,0.7141334408081224,-1.2525067590573953,-0.37273475070016515,0,-0.14645149310378666,-1.0842130351064605,1,0.033411290228230965,0.02455256209534655,1,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
-0.9237993849488977,-0.7007550966049262,-0.9612108078106716,-0.37273475070016515,1,0.964331156694087,-1.4963690930806057,1,1.1500708010588916,1.054090660628951,1,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False
-0.9237993849488977,0.7141334408081224,-0.4410394662986648,-1.0294237660695575,1,-0.08474134589279368,-0.4561948280746396,1,-0.07277015130588568,-0.24657206822299763,1,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False
-0.04771131501848488,1.4215777095146467,0.45365524110198685,-0.37273475070016515,1,1.149461598327066,-0.23299458896401198,1,0.7303820204760865,-0.14148253919325196,1,0,False,False,False,False,True,True,False,False,True,False,False,False,True,False
-0.9237993849488977,1.4215777095146467,-0.25377778335434237,-0.37273475070016515,1,-0.7635529652137165,0.020169517862836914,1,-0.7033197674542321,-0.4513314146231999,0,0,False,False,False,True,False,True,False,False,True,False,False,False,True,False
-0.04771131501848488,0.7141334408081224,1.3483499485026385,-0.37273475070016515,2,0.964331156694087,-0.6310859743366657,1,0.37998004221495174,0.4732387805682956,1,0,False,False,False,False,True,True,False,False,False,True,False,False,True,False
-0.04771131501848488,0.006689172101598107,-1.210893051736435,-0.37273475070016515,0,1.8282732176479888,-1.6052174288660626,1,2.29445404927963,1.277319700779887,1,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
-0.04771131501848488,0.006689172101598107,0.3496209727995855,-0.37273475070016515,0,1.9516935120699745,-0.5668776863733345,1,1.38105703241049,0.08276814571000256,1,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
-0.9237993849488977,0.7141334408081224,-1.3981547346807572,-1.0294237660695575,1,-0.4550022291587516,-1.4920885405497168,1,-0.3051094210737474,0.7250278830372041,0,0,False,False,True,False,False,True,False,False,True,False,False,True,False,False
0.828376754911928,1.4215777095146467,0.3496209727995855,-0.37273475070016515,1,1.3963021871710377,0.1944491566204503,1,0.9532832840102904,-0.389729343228113,1,1,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0.828376754911928,1.4215777095146467,0.5993032167253488,-0.37273475070016515,2,0.2855195373731642,-0.6965172773088223,1,0.05477942753790407,0.2962342026106057,1,1,False,False,False,True,False,False,False,True,False,True,False,False,True,False
-0.04771131501848488,1.4215777095146467,-1.3565410273597966,-0.37273475070016515,1,1.9516935120699745,-1.5746420536454286,1,2.5906241830593313,1.0318797833831934,1,0,False,False,False,False,True,False,False,True,False,True,False,True,False,False
-0.9237993849488977,0.006689172101598107,-1.0236313687921124,-1.0294237660695575,1,1.5197224815930237,-1.2921255866067711,1,1.7887558222936344,0.4761627798545078,1,0,True,False,False,False,False,False,False,True,True,False,False,True,False,False
-0.9237993849488977,-1.4081993653114504,0.45365524110198685,0.2839542646692272,1,2.3219543953359327,-0.44946824552610015,1,1.6139970477031274,0.014281950333513073,1,0,False,True,False,False,False,False,False,True,True,False,False,False,True,False
-1.7998874548793105,1.4215777095146467,-1.1276656370945137,-1.0294237660695575,0,-0.7018428180027235,-1.1520903680962677,1,-0.6194860103214985,0.1773161126418757,0,0,False,False,True,False,False,False,False,True,False,True,False,True,False,False
-0.04771131501848488,0.006689172101598107,0.01671131423190117,-0.37273475070016515,2,-0.08474134589279368,0.17610393148806994,1,-0.14419628534504073,-0.45483720596768856,1,0,False,False,False,False,True,False,False,True,False,True,False,False,True,False
-0.04771131501848488,1.4215777095146467,0.848985460651112,-1.0294237660695575,1,0.9026210094830941,-0.044650277604907,1,0.44578720357092083,-0.15638080633347276,1,0,False,False,False,True,False,False,False,True,True,False,False,False,True,False
-0.9237993849488977,-1.4081993653114504,0.30800726547862495,0.2839542646692272,0,0.964331156694087,-0.0843982653917311,1,0.6328226537272763,-0.2659593516498641,1,0,False,False,False,False,True,False,False,True,False,True,False,False,True,False
-0.04771131501848488,-1.4081993653114504,-0.7947559785268294,-0.37273475070016515,2,0.6557804206391221,-1.5703615011145398,1,0.7476865987326748,1.4688170528581423,1,0,True,False,False,False,False,False,False,True,True,False,False,True,False,False
0.828376754911928,-1.4081993653114504,-1.0028245151316322,-0.37273475070016515,1,1.0877514511160729,-1.3447152319862614,1,1.3068274313506474,0.602089375910535,1,1,False,True,False,False,False,False,False,True,False,True,False,True,False,False
-1.7998874548793105,0.006689172101598107,0.4952689484229474,0.2839542646692272,0,1.8899833648589817,-0.3057639819891207,1,1.2709652130216447,-0.08163323887083257,1,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False
0.828376754911928,0.7141334408081224,-0.5658805882615464,-1.0294237660695575,0,1.3963021871710377,0.11311865853356404,1,1.364694102143816,-0.5600199115711735,1,1,False,False,False,False,True,False,False,True,True,False,False,False,True,False
-0.9237993849488977,0.7141334408081224,1.1610882655583161,-1.0294237660695575,1,1.5197224815930237,-0.5460864312233034,1,0.7835317965498934,0.31865037188389045,1,0,False,False,False,True,False,False,False,True,True,False,False,False,True,False
0.828376754911928,0.006689172101598107,0.9738265826139937,-1.0294237660695575,0,2.9390558674458624,-0.17918192857569626,1,1.8030975399112492,-0.04124499492115156,1,1,False,False,False,False,True,False,False,True,True,False,False,False,True,False
-0.9237993849488977,-1.4081993653114504,0.2663935581576644,-0.37273475070016515,0,0.5323601262171361,0.09844247842765975,1,0.3066138507037599,-0.3660796568284574,1,0,True,False,False,False,False,False,False,True,True,False,False,False,True,False
-0.04771131501848488,-0.7007550966049262,0.4952689484229474,-0.37273475070016515,1,-0.5784225235807375,-0.22810252892871055,1,-0.573377443898495,-0.13364233130065542,0,0,False,True,False,False,False,False,False,True,False,True,False,False,True,False
-0.04771131501848488,-0.7007550966049262,0.3496209727995855,0.2839542646692272,1,0.5323601262171361,-0.717920039963266,1,0.287857453165535,0.23336258487871248,1,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False
0.828376754911928,0.7141334408081224,-1.2733136127178757,-0.37273475070016515,1,1.8899833648589817,-1.1147884103270944,1,2.428321175585625,0.05447843030527746,1,1,False,False,False,False,True,False,False,True,True,False,False,True,False,False
-0.9237993849488977,1.4215777095146467,-1.5229958566436388,0.2839542646692272,2,3.0007660146568553,-1.319031916800929,1,4.124984506941861,0.24193281841701303,1,0,False,False,False,True,False,False,False,True,True,False,False,True,False,False
-1.7998874548793105,0.7141334408081224,-0.607494295582507,1.597332295408012,1,0.16209924295117825,-0.01774394741074915,1,0.19594780802123174,-0.519065953692036,1,0,False,False,False,False,True,False,False,True,True,False,False,False,True,False
0.828376754911928,-1.4081993653114504,0.09993872887382226,0.2839542646692272,0,2.6305051313908976,0.16570830391305438,1,2.052451799279434,-0.43232721881892183,1,1,True,False,False,False,False,False,False,True,True,False,False,False,True,False
-0.04771131501848488,-0.7007550966049262,1.223508826539757,0.9406432800386195,0,1.9516935120699745,-0.7650061178030423,1,1.0471072660014122,0.601927234017828,1,0,False,True,False,False,False,False,False,True,True,False,False,False,True,False
0.828376754911928,-1.4081993653114504,0.3496209727995855,-1.0294237660695575,0,0.10038909574018526,0.1002770009408978,1,-0.04485546225684263,-0.348072709702215,1,1,False,False,True,False,False,False,False,True,False,True,False,False,True,False
0.828376754911928,1.4215777095146467,-1.4813821493226784,0.2839542646692272,1,2.9390558674458624,-1.4486715077364167,1,3.977106830855188,0.548242907156169,1,1,False,False,False,False,True,False,False,True,False,True,False,True,False,False
-0.9237993849488977,1.4215777095146467,-1.5229958566436388,-1.0294237660695575,1,1.5197224815930237,-1.2150756410507737,1,2.2348698424777176,0.07069295138525648,1,0,False,False,False,True,False,False,False,True,False,True,False,True,False,False
-0.9237993849488977,-1.4081993653114504,-0.7531422712058689,-1.0294237660695575,0,1.8899833648589817,-1.2707228239523274,1,1.9705434621982498,0.5830088759017481,1,0,False,False,False,False,True,False,False,True,False,True,False,True,False,False
-0.9237993849488977,-1.4081993653114504,-1.231699905396915,-1.0294237660695575,0,0.964331156694087,-1.4101465349584181,1,1.3143255867439394,0.6166275856332981,1,0,True,False,False,False,False,False,False,True,False,True,False,True,False,False
0.828376754911928,-1.4081993653114504,-0.004095539428579103,-0.37273475070016515,0,-0.2698717875257726,-0.4219504078275296,1,-0.2954086577483882,-0.14125469002392588,0,1,False,True,False,False,False,False,False,True,True,False,False,False,True,False
-0.9237993849488977,0.7141334408081224,-0.8571765395082702,0.2839542646692272,1,1.149461598327066,-1.4609016578246703,1,1.2851524642287226,1.0107985900662897,1,0,False,False,True,False,False,False,False,True,True,False,False,True,False,False
0.828376754911928,-1.4081993653114504,-1.0444382224525925,-1.0294237660695575,0,1.149461598327066,-1.2584926738640738,1,1.4000691990060548,0.39874262712215536,1,1,False,False,False,False,True,False,False,True,False,True,False,True,False,False
0.828376754911928,0.7141334408081224,-0.4202326126381845,-1.0294237660695575,1,-0.2698717875257726,0.07275916324232726,1,-0.24673465229132288,-0.5115874995801457,0,1,False,False,False,True,False,False,False,True,False,True,False,False,True,False
0.828376754911928,0.006689172101598107,0.12074558253430252,-0.37273475070016515,0,1.6431427760150097,-0.9099333963488471,1,1.2402261687396423,0.38317360403116885,1,1,False,False,False,False,True,False,False,True,True,False,False,False,True,False
-0.04771131501848488,-1.4081993653114504,-0.5658805882615464,-0.37273475070016515,0,1.4580123343820308,-0.9735301768077655,1,1.4236525969142138,0.18581483002352692,1,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False
-0.04771131501848488,0.7141334408081224,-1.4397684420017178,-0.37273475070016515,0,0.5323601262171361,-1.161262980662458,1,0.925641481513193,0.036467836433023176,1,0,False,True,False,False,False,False,False,True,False,True,False,True,False,False
-0.04771131501848488,0.006689172101598107,-0.9404039541501913,-0.37273475070016515,0,1.8899833648589817,-1.4150385949937194,1,2.119362835204909,0.8186514489531685,1,0,False,False,True,False,False,False,False,True,True,False,False,True,False,False
-1.7998874548793105,-1.4081993653114504,-0.8363696858477899,-0.37273475070016515,0,1.7048529232260028,-1.5324480358409538,1,1.8443387978347585,1.278482596954046,1,0,False,False,False,False,True,False,False,True,False,True,False,True,False,False
-0.04771131501848488,0.006689172101598107,-0.149743515051941,-0.37273475070016515,2,-0.08474134589279368,-0.05810344270198593,1,-0.12001439670482522,-0.39113221706837437,1,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False
-1.7998874548793105,1.4215777095146467,0.7449511923487107,0.9406432800386195,0,2.0134036592809674,-0.7319847125647576,1,1.2597192212111559,0.3883856616489642,1,0,False,False,False,False,True,False,False,True,False,True,False,False,True,False
-0.9237993849488977,0.006689172101598107,0.5784963630648685,-0.37273475070016515,0,2.9390558674458624,-0.3290012671568025,1,2.007539874955507,-0.042133776775285424,1,0,True,False,False,False,False,False,False,True,True,False,False,False,True,False
-0.9237993849488977,0.006689172101598107,-0.35781205165674373,-0.37273475070016515,1,0.964331156694087,-0.11069308808147628,1,0.8633941543810025,-0.417378093336377,1,0,False,True,False,False,False,False,False,True,True,False,False,False,True,False
0.828376754911928,1.4215777095146467,-1.4397684420017178,-0.37273475070016515,2,1.7048529232260028,-1.3862977422863236,1,2.3795328738300263,0.4277665548613597,1,1,False,False,True,False,False,False,False,True,False,True,False,True,False,False
-0.04771131501848488,-1.4081993653114504,-1.2525067590573953,-0.37273475070016515,2,0.22380939016217122,-1.0462995698328743,1,0.4649874719475436,-0.02192750850650227,1,0,False,False,False,False,True,False,False,True,True,False,False,True,False,False
-0.9237993849488977,-1.4081993653114504,0.22477985083670388,-0.37273475070016515,0,3.1241863090788415,-0.5136765334894314,1,2.3667217327212575,-0.0023434521488846826,1,0,False,False,False,True,False,False,False,True,True,False,False,False,True,False
-0.9237993849488977,0.006689172101598107,-0.6491080029034675,-0.37273475070016515,1,2.3836645425469256,-1.5141028107085734,1,2.3765404481475167,1.3476585531121201,1,0,False,False,False,False,True,False,False,True,False,True,False,True,False,False
0.828376754911928,-1.4081993653114504,-2.1888151737790076,1.597332295408012,1,3.0007660146568553,-1.4321608051172745,1,5.613074782456488,0.03649177337956081,1,1,True,False,False,False,False,False,False,True,False,True,False,True,False,False
-0.9237993849488977,-1.4081993653114504,-0.6907217102244281,-0.37273475070016515,1,2.9390558674458624,-1.0725943925226196,1,2.960570647030688,0.26685407135211536,1,0,False,True,False,False,False,False,False,True,False,True,False,True,False,False
-0.04771131501848488,1.4215777095146467,1.0570539972559148,-1.0294237660695575,2,2.1985341009139465,-0.3601881498818491,1,1.2677853118890239,0.11599321195872407,1,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False
